UNIQUE,ID,Name,Description,MEF-IC,mESC-nIC,RAW264.7-IC,mESC-IC,HL-1-IC,HL-1-RBDmap,Enzyme,Metabolism,"""Metabolic.Enzyme"""
Gtf2ird1,ENSMUSG00000023079,Gtf2ird1,general transcription factor II I repeat domain-containing 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Gtf3c4,ENSMUSG00000035666,Gtf3c4,"general transcription factor IIIC, polypeptide 4",no,YES,no,no,no,no,TRUE,FALSE,FALSE
Gtpbp1,ENSMUSG00000042535,Gtpbp1,GTP binding protein 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Gtpbp4,ENSMUSG00000021149,Gtpbp4,GTP binding protein 4,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Guf1,ENSMUSG00000029208,Guf1,"GUF1 homolog, GTPase",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Gys1,ENSMUSG00000003865,Gys1,"glycogen synthase 1, muscle",no,YES,no,no,no,no,TRUE,TRUE,TRUE
H1f0,ENSMUSG00000096210,H1f0,"H1 histone family, member 0",YES,no,no,no,no,no,FALSE,FALSE,FALSE
H2-Ke6,ENSMUSG00000073422,H2-Ke6,H2-K region expressed gene 6,no,YES,no,no,no,no,TRUE,TRUE,TRUE
H2afx,ENSMUSG00000049932,H2afx,"H2A histone family, member X",YES,no,YES,no,YES,no,FALSE,FALSE,FALSE
H2afy,ENSMUSG00000015937,H2afy,"H2A histone family, member Y",no,no,no,no,no,YES,FALSE,FALSE,FALSE
H2afy2,ENSMUSG00000020086,H2afy2,"H2A histone family, member Y2",YES,YES,no,no,no,YES,FALSE,FALSE,FALSE
H3f3b,ENSMUSG00000016559,H3f3b,"H3 histone, family 3B",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Habp4,ENSMUSG00000021476,Habp4,hyaluronic acid binding protein 4,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Hadha,ENSMUSG00000025745,Hadha,"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit",no,YES,no,no,YES,no,TRUE,TRUE,TRUE
Hadhb,ENSMUSG00000059447,Hadhb,"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit",no,no,no,no,YES,YES,TRUE,TRUE,TRUE
Hapln1,ENSMUSG00000021613,Hapln1,hyaluronan and proteoglycan link protein 1,YES,no,no,no,no,no,FALSE,FALSE,FALSE
Haus6,ENSMUSG00000038047,Haus6,"HAUS augmin-like complex, subunit 6",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Hcfc1,ENSMUSG00000031386,Hcfc1,host cell factor C1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Hcls1,ENSMUSG00000022831,Hcls1,hematopoietic cell specific Lyn substrate 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Hdac1,ENSMUSG00000028800,Hdac1,histone deacetylase 1,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Hdgf,ENSMUSG00000004897,Hdgf,hepatoma-derived growth factor,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Hdlbp,ENSMUSG00000034088,Hdlbp,high density lipoprotein (HDL) binding protein,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Heatr1,ENSMUSG00000050244,Heatr1,HEAT repeat containing 1,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Heatr6,ENSMUSG00000000976,Heatr6,HEAT repeat containing 6,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Heca,ENSMUSG00000039879,Heca,"hdc homolog, cell cycle regulator",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Hectd1,ENSMUSG00000035247,Hectd1,HECT domain containing 1,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Helz,ENSMUSG00000020721,Helz,helicase with zinc finger domain,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Helz2,ENSMUSG00000027580,Helz2,"helicase with zinc finger 2, transcriptional coactivator",YES,no,YES,no,no,no,FALSE,TRUE,FALSE
Hexim1,ENSMUSG00000048878,Hexim1,hexamethylene bis-acetamide inducible 1,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Hibadh,ENSMUSG00000029776,Hibadh,3-hydroxyisobutyrate dehydrogenase,no,no,no,no,no,YES,TRUE,TRUE,TRUE
Hic2,ENSMUSG00000050240,Hic2,hypermethylated in cancer 2,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Hif1a,ENSMUSG00000021109,Hif1a,"hypoxia inducible factor 1, alpha subunit",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Hint1,ENSMUSG00000020267,Hint1,histidine triad nucleotide binding protein 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Hip1,ENSMUSG00000039959,Hip1,huntingtin interacting protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Hist1h1b,ENSMUSG00000058773,Hist1h1b,"histone cluster 1, H1b",no,no,YES,no,no,YES,FALSE,FALSE,FALSE
Hist1h1d,ENSMUSG00000052565,Hist1h1d,"histone cluster 1, H1d",YES,no,YES,no,YES,YES,FALSE,FALSE,FALSE
Hist1h1e,ENSMUSG00000051627,Hist1h1e,"histone cluster 1, H1e",YES,no,YES,no,no,YES,FALSE,FALSE,FALSE
Hist1h2bc,ENSMUSG00000018102,Hist1h2bc,"histone cluster 1, H2bc",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Hist1h2bk,ENSMUSG00000062727,Hist1h2bk,"histone cluster 1, H2bk",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Hist1h2bp,ENSMUSG00000069308,Hist1h2bp,"histone cluster 1, H2bp",YES,no,YES,no,no,no,FALSE,FALSE,FALSE
Hist1h4a,ENSMUSG00000060093,Hist1h4a,"histone cluster 1, H4a",YES,no,no,no,YES,YES,FALSE,FALSE,FALSE
Hist2h2aa2,ENSMUSG00000063954,Hist2h2aa2,"histone cluster 2, H2aa2",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Hist3h2a,ENSMUSG00000078851,Hist3h2a,"histone cluster 3, H2a",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Hk2,ENSMUSG00000000628,Hk2,hexokinase 2,no,YES,no,YES,no,no,TRUE,TRUE,TRUE
Hmces,ENSMUSG00000030060,Hmces,"5-hydroxymethylcytosine (hmC) binding, ES cell specific",no,YES,no,YES,no,no,FALSE,FALSE,FALSE
Hmga1,ENSMUSG00000046711,Hmga1,high mobility group AT-hook 1,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Hmgb1,ENSMUSG00000066551,Hmgb1,high mobility group box 1,YES,no,YES,no,YES,no,FALSE,FALSE,FALSE
Hmgb2,ENSMUSG00000054717,Hmgb2,high mobility group box 2,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Hmgb3,ENSMUSG00000015217,Hmgb3,high mobility group box 3,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Hmgn1,ENSMUSG00000040681,Hmgn1,high mobility group nucleosomal binding domain 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Hmgxb4,ENSMUSG00000034518,Hmgxb4,HMG box domain containing 4,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Hmmr,ENSMUSG00000020330,Hmmr,hyaluronan mediated motility receptor (RHAMM),no,YES,no,no,no,no,FALSE,TRUE,FALSE
Hn1,ENSMUSG00000020737,Hn1,hematological and neurological expressed sequence 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Hn1l,ENSMUSG00000024165,Hn1l,hematological and neurological expressed 1-like,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Hnrnpa0,ENSMUSG00000007836,Hnrnpa0,heterogeneous nuclear ribonucleoprotein A0,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Hnrnpa1,ENSMUSG00000046434,Hnrnpa1,heterogeneous nuclear ribonucleoprotein A1,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Hnrnpa2b1,ENSMUSG00000004980,Hnrnpa2b1,heterogeneous nuclear ribonucleoprotein A2/B1,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Hnrnpa3,ENSMUSG00000059005,Hnrnpa3,heterogeneous nuclear ribonucleoprotein A3,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Hnrnpab,ENSMUSG00000020358,Hnrnpab,heterogeneous nuclear ribonucleoprotein A/B,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Hnrnpc,ENSMUSG00000060373,Hnrnpc,heterogeneous nuclear ribonucleoprotein C,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Hnrnpd,ENSMUSG00000000568,Hnrnpd,heterogeneous nuclear ribonucleoprotein D,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Hnrnpdl,ENSMUSG00000029328,Hnrnpdl,heterogeneous nuclear ribonucleoprotein D-like,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Hnrnpf,ENSMUSG00000042079,Hnrnpf,heterogeneous nuclear ribonucleoprotein F,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Hnrnph1,ENSMUSG00000007850,Hnrnph1,heterogeneous nuclear ribonucleoprotein H1,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Hnrnph2,ENSMUSG00000045427,Hnrnph2,heterogeneous nuclear ribonucleoprotein H2,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Hnrnph3,ENSMUSG00000020069,Hnrnph3,heterogeneous nuclear ribonucleoprotein H3,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Hnrnpk,ENSMUSG00000021546,Hnrnpk,heterogeneous nuclear ribonucleoprotein K,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Hnrnpl,ENSMUSG00000015165,Hnrnpl,heterogeneous nuclear ribonucleoprotein L,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Hnrnpll,ENSMUSG00000024095,Hnrnpll,heterogeneous nuclear ribonucleoprotein L-like,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Hnrnpm,ENSMUSG00000059208,Hnrnpm,heterogeneous nuclear ribonucleoprotein M,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Hnrnpr,ENSMUSG00000066037,Hnrnpr,heterogeneous nuclear ribonucleoprotein R,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Hnrnpu,ENSMUSG00000039630;ENSMUSG00000111145,Hnrnpu,heterogeneous nuclear ribonucleoprotein U;,YES,YES,YES,no,YES,YES,FALSE,FALSE,FALSE
Hnrnpul1,ENSMUSG00000040725,Hnrnpul1,heterogeneous nuclear ribonucleoprotein U-like 1,YES,no,YES,no,no,no,FALSE,FALSE,FALSE
Hnrnpul2,ENSMUSG00000071659,Hnrnpul2,heterogeneous nuclear ribonucleoprotein U-like 2,YES,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Hp1bp3,ENSMUSG00000028759,Hp1bp3,"heterochromatin protein 1, binding protein 3",no,no,no,no,YES,YES,FALSE,FALSE,FALSE
Hsd17b10,ENSMUSG00000025260,Hsd17b10,hydroxysteroid (17-beta) dehydrogenase 10,no,no,no,no,YES,no,FALSE,TRUE,FALSE
Hsd17b4,ENSMUSG00000024507,Hsd17b4,hydroxysteroid (17-beta) dehydrogenase 4,no,YES,no,no,no,no,TRUE,TRUE,TRUE
Hsdl2,ENSMUSG00000028383,Hsdl2,hydroxysteroid dehydrogenase like 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Hsp90aa1,ENSMUSG00000021270,Hsp90aa1,"heat shock protein 90, alpha (cytosolic), class A member 1",no,no,YES,YES,YES,no,FALSE,TRUE,FALSE
Hsp90ab1,ENSMUSG00000023944,Hsp90ab1,"heat shock protein 90 alpha (cytosolic), class B member 1",YES,no,YES,YES,YES,no,FALSE,TRUE,FALSE
Hsp90b1,ENSMUSG00000020048,Hsp90b1,"heat shock protein 90, beta (Grp94), member 1",no,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Hspa1b,ENSMUSG00000090877,Hspa1b,heat shock protein 1B,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Hspa5,ENSMUSG00000026864,Hspa5,heat shock protein 5,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Hspa8,ENSMUSG00000015656,Hspa8,heat shock protein 8,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Hspa9,ENSMUSG00000024359,Hspa9,heat shock protein 9,no,YES,no,no,YES,YES,FALSE,FALSE,FALSE
Hspb1,ENSMUSG00000004951,Hspb1,heat shock protein 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Hspbp1,ENSMUSG00000063802,Hspbp1,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Hspd1,ENSMUSG00000025980,Hspd1,heat shock protein 1 (chaperonin),no,YES,YES,no,no,YES,TRUE,FALSE,FALSE
Hspe1,ENSMUSG00000073676,Hspe1,heat shock protein 1 (chaperonin 10),no,no,YES,no,no,YES,FALSE,FALSE,FALSE
Hspg2,ENSMUSG00000028763,Hspg2,perlecan (heparan sulfate proteoglycan 2),no,no,no,YES,YES,no,FALSE,TRUE,FALSE
Hsph1,ENSMUSG00000029657,Hsph1,heat shock 105kDa/110kDa protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Huwe1,ENSMUSG00000025261,Huwe1,"HECT, UBA and WWE domain containing 1",no,YES,no,no,YES,no,TRUE,FALSE,FALSE
Hyou1,ENSMUSG00000032115,Hyou1,hypoxia up-regulated 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Iba57,ENSMUSG00000049287,Iba57,"IBA57 homolog, iron-sulfur cluster assembly",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ibtk,ENSMUSG00000035941,Ibtk,inhibitor of Bruton agammaglobulinemia tyrosine kinase,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Icam1,ENSMUSG00000037405,Icam1,intercellular adhesion molecule 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ice1,ENSMUSG00000034525,Ice1,interactor of little elongation complex ELL subunit 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ice2,ENSMUSG00000032235,Ice2,interactor of little elongation complex ELL subunit 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Idh1,ENSMUSG00000025950,Idh1,"isocitrate dehydrogenase 1 (NADP+), soluble",no,no,no,no,no,YES,TRUE,TRUE,TRUE
Idh2,ENSMUSG00000030541,Idh2,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",no,no,no,no,YES,YES,TRUE,TRUE,TRUE
Idh3a,ENSMUSG00000032279,Idh3a,isocitrate dehydrogenase 3 (NAD+) alpha,no,no,no,no,YES,YES,TRUE,TRUE,TRUE
Ido1,ENSMUSG00000031551,Ido1,"indoleamine 2,3-dioxygenase 1",no,no,YES,no,no,no,TRUE,TRUE,TRUE
Igf2bp1,ENSMUSG00000013415,Igf2bp1,insulin-like growth factor 2 mRNA binding protein 1,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Igf2bp2,ENSMUSG00000033581,Igf2bp2,insulin-like growth factor 2 mRNA binding protein 2,YES,no,no,YES,YES,no,FALSE,FALSE,FALSE
Igf2bp3,ENSMUSG00000029814,Igf2bp3,insulin-like growth factor 2 mRNA binding protein 3,YES,no,no,YES,no,no,FALSE,FALSE,FALSE
Igf2r,ENSMUSG00000023830,Igf2r,insulin-like growth factor 2 receptor,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Ik,ENSMUSG00000024474,Ik,IK cytokine,no,no,YES,no,YES,YES,FALSE,FALSE,FALSE
Ikbkap,ENSMUSG00000028431,Ikbkap,"inhibitor of kappa light polypeptide enhancer in B cells, kinase complex-associated protein",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ilf2,ENSMUSG00000001016,Ilf2,interleukin enhancer binding factor 2,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Ilf3,ENSMUSG00000032178,Ilf3,interleukin enhancer binding factor 3,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Immt,ENSMUSG00000052337,Immt,"inner membrane protein, mitochondrial",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Imp3,ENSMUSG00000032288,Imp3,"IMP3, U3 small nucleolar ribonucleoprotein",no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Imp4,ENSMUSG00000026127,Imp4,"IMP4, U3 small nucleolar ribonucleoprotein",no,no,no,YES,no,no,FALSE,FALSE,FALSE
Ino80b,ENSMUSG00000030034,Ino80b,INO80 complex subunit B,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ino80d,ENSMUSG00000040865,Ino80d,INO80 complex subunit D,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ints10,ENSMUSG00000031864,Ints10,integrator complex subunit 10,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ints3,ENSMUSG00000027933,Ints3,integrator complex subunit 3,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ints7,ENSMUSG00000037461,Ints7,integrator complex subunit 7,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ints9,ENSMUSG00000021975,Ints9,integrator complex subunit 9,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ipo5,ENSMUSG00000030662,Ipo5,importin 5,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Ipo7,ENSMUSG00000066232,Ipo7,importin 7,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Iqgap1,ENSMUSG00000030536,Iqgap1,IQ motif containing GTPase activating protein 1,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Ireb2,ENSMUSG00000032293,Ireb2,iron responsive element binding protein 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Isg15,ENSMUSG00000035692,Isg15,ISG15 ubiquitin-like modifier,YES,no,no,no,no,no,FALSE,FALSE,FALSE
Isg20l2,ENSMUSG00000048039,Isg20l2,interferon stimulated exonuclease gene 20-like 2,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Isy1,ENSMUSG00000030056,Isy1,ISY1 splicing factor homolog,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Itgb1,ENSMUSG00000025809,Itgb1,integrin beta 1 (fibronectin receptor beta),no,no,no,no,YES,no,FALSE,FALSE,FALSE
Itgb2,ENSMUSG00000000290,Itgb2,integrin beta 2,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Jade1,ENSMUSG00000025764,Jade1,jade family PHD finger 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Junb,ENSMUSG00000052837,Junb,jun B proto-oncogene,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Jup,ENSMUSG00000001552,Jup,junction plakoglobin,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Kansl1,ENSMUSG00000018412,Kansl1,KAT8 regulatory NSL complex subunit 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Kansl3,ENSMUSG00000010453,Kansl3,KAT8 regulatory NSL complex subunit 3,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Kars,ENSMUSG00000031948,Kars,lysyl-tRNA synthetase,no,YES,no,no,YES,no,TRUE,FALSE,FALSE
Kat7,ENSMUSG00000038909,Kat7,K(lysine) acetyltransferase 7,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Keap1,ENSMUSG00000003308,Keap1,kelch-like ECH-associated protein 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Khdrbs1,ENSMUSG00000028790,Khdrbs1,"KH domain containing, RNA binding, signal transduction associated 1",YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Khdrbs3,ENSMUSG00000022332,Khdrbs3,"KH domain containing, RNA binding, signal transduction associated 3",no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Khsrp,ENSMUSG00000007670,Khsrp,KH-type splicing regulatory protein,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Kif14,ENSMUSG00000041498,Kif14,kinesin family member 14,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Kif1b,ENSMUSG00000063077,Kif1b,kinesin family member 1B,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Kif1c,ENSMUSG00000020821,Kif1c,kinesin family member 1C,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Kif20b,ENSMUSG00000024795,Kif20b,kinesin family member 20B,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Kif5c,ENSMUSG00000026764,Kif5c,kinesin family member 5C,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Klf2,ENSMUSG00000055148,Klf2,Kruppel-like factor 2 (lung),no,YES,no,no,no,no,FALSE,FALSE,FALSE
Klf5,ENSMUSG00000005148,Klf5,Kruppel-like factor 5,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Klf8,ENSMUSG00000041649,Klf8,Kruppel-like factor 8,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Knop1,ENSMUSG00000030980,Knop1,lysine rich nucleolar protein 1,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Knstrn,ENSMUSG00000027331,Knstrn,kinetochore-localized astrin/SPAG5 binding,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Kpna2,ENSMUSG00000018362,Kpna2,karyopherin (importin) alpha 2,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Kpnb1,ENSMUSG00000001440,Kpnb1,karyopherin (importin) beta 1,no,no,no,no,YES,no,FALSE,TRUE,FALSE
Kri1,ENSMUSG00000035047,Kri1,KRI1 homolog,no,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Krr1,ENSMUSG00000063334,Krr1,"KRR1, small subunit (SSU) processome component, homolog (yeast)",no,no,no,YES,no,no,FALSE,FALSE,FALSE
Krt76,ENSMUSG00000075402,Krt76,keratin 76,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Krt8,ENSMUSG00000049382,Krt8,keratin 8,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Ktn1,ENSMUSG00000021843,Ktn1,kinectin 1,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
L1td1,ENSMUSG00000087166,L1td1,LINE-1 type transposase domain containing 1,no,YES,no,YES,no,no,FALSE,FALSE,FALSE
Lama2,ENSMUSG00000019899,Lama2,"laminin, alpha 2",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Lamc1,ENSMUSG00000026478,Lamc1,"laminin, gamma 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Lamp1,ENSMUSG00000031447,Lamp1,lysosomal-associated membrane protein 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Larp1,ENSMUSG00000037331,Larp1,"La ribonucleoprotein domain family, member 1",YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Larp1b,ENSMUSG00000025762,Larp1b,"La ribonucleoprotein domain family, member 1B",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Larp4,ENSMUSG00000023025,Larp4,"La ribonucleoprotein domain family, member 4",YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Larp4b,ENSMUSG00000033499,Larp4b,"La ribonucleoprotein domain family, member 4B",no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Larp7,ENSMUSG00000027968,Larp7,"La ribonucleoprotein domain family, member 7",no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Las1l,ENSMUSG00000057421,Las1l,LAS1-like (S. cerevisiae),no,YES,no,YES,no,no,FALSE,FALSE,FALSE
Lasp1,ENSMUSG00000038366,Lasp1,LIM and SH3 protein 1,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Lbr,ENSMUSG00000004880,Lbr,lamin B receptor,no,YES,YES,no,YES,no,FALSE,TRUE,FALSE
Lcp1,ENSMUSG00000021998,Lcp1,lymphocyte cytosolic protein 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Lcp2,ENSMUSG00000002699,Lcp2,lymphocyte cytosolic protein 2,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Ldb3,ENSMUSG00000021798,Ldb3,LIM domain binding 3,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Ldha,ENSMUSG00000063229,Ldha,lactate dehydrogenase A,no,no,YES,no,YES,no,TRUE,TRUE,TRUE
Ldhb,ENSMUSG00000030246,Ldhb,lactate dehydrogenase B,no,no,no,no,no,YES,TRUE,TRUE,TRUE
Leng8,ENSMUSG00000035545,Leng8,leukocyte receptor cluster (LRC) member 8,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Lgals1,ENSMUSG00000068220,Lgals1,"lectin, galactose binding, soluble 1",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Lgals3,ENSMUSG00000050335,Lgals3,"lectin, galactose binding, soluble 3",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Lgals9,ENSMUSG00000001123,Lgals9,"lectin, galactose binding, soluble 9",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Lima1,ENSMUSG00000023022,Lima1,LIM domain and actin binding 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Lin28a,ENSMUSG00000050966,Lin28a,lin-28 homolog A (C. elegans),no,no,no,YES,no,no,FALSE,FALSE,FALSE
Lin28b,ENSMUSG00000063804,Lin28b,lin-28 homolog B (C. elegans),no,no,no,YES,no,no,FALSE,FALSE,FALSE
Lin7c,ENSMUSG00000027162,Lin7c,lin-7 homolog C (C. elegans),no,no,no,no,no,YES,FALSE,FALSE,FALSE
Llph,ENSMUSG00000020224,Llph,"LLP homolog, long-term synaptic facilitation (Aplysia)",no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Lman2,ENSMUSG00000021484,Lman2,"lectin, mannose-binding 2",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Lmf2,ENSMUSG00000022614,Lmf2,lipase maturation factor 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Lmna,ENSMUSG00000028063,Lmna,lamin A,no,no,YES,no,no,YES,FALSE,FALSE,FALSE
Lmnb1,ENSMUSG00000024590,Lmnb1,lamin B1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Lmnb2,ENSMUSG00000062075,Lmnb2,lamin B2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Lmo7,ENSMUSG00000033060,Lmo7,LIM domain only 7,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Lonp1,ENSMUSG00000041168,Lonp1,"lon peptidase 1, mitochondrial",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Lrp1,ENSMUSG00000040249,Lrp1,low density lipoprotein receptor-related protein 1,no,no,YES,no,no,no,FALSE,TRUE,FALSE
Lrpprc,ENSMUSG00000024120,Lrpprc,leucine-rich PPR-motif containing,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Lrrc47,ENSMUSG00000029028,Lrrc47,leucine rich repeat containing 47,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Lrrc59,ENSMUSG00000020869,Lrrc59,leucine rich repeat containing 59,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Lrrfip1,ENSMUSG00000026305,Lrrfip1,leucine rich repeat (in FLII) interacting protein 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Lrwd1,ENSMUSG00000029703,Lrwd1,leucine-rich repeats and WD repeat domain containing 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Lsg1,ENSMUSG00000022538,Lsg1,large 60S subunit nuclear export GTPase 1,no,no,no,YES,no,no,FALSE,FALSE,FALSE
