EnsenbleProteinID,EnsenbleGeneID,Name,Type,RefSeqGeneID,RefSeqProteinID
ENSP00000445549,ENSG00000198040,ZNF84,zf-C2H2,,NP_001120844; NP_001276900; NP_003419
ENSP00000445626,ENSG00000135625,EGR4,zf-C2H2,NM_001965,NP_001956
ENSP00000445979,ENSG00000183309,ZNF623,zf-C2H2,NM_001261843,NP_055604
ENSP00000446205,ENSG00000179111,HES7,bHLH,NM_001165967,NP_001159439
ENSP00000446335,ENSG00000160094,ZNF362,zf-C2H2,NM_152493,NP_689706
ENSP00000446680,ENSG00000123388,HOXC11,Homeobox,NM_014212,NP_055027
ENSP00000446880,ENSG00000076108,BAZ2A,MBD,,NP_038477
ENSP00000447149,ENSG00000012504,NR1H4,THR-like,NM_005123,NP_001193922
ENSP00000447173,ENSG00000111424,VDR,THR-like,NM_001374662,NP_001017536
ENSP00000447507,ENSG00000177425,,,,XP_006719498; ; NP_002574; XP_016874868; NP_001341662; XP_016874867; NP_001341661
ENSP00000447879,ENSG00000257315,ZBED6,zf-BED,NM_001174108,NP_001167579
ENSP00000447931,ENSG00000257446,ZNF878,zf-C2H2,NM_001080404,NP_001073873
ENSP00000448580,ENSG00000166211,SPIC,ETS,NM_152323,NP_689536
ENSP00000448665,ENSG00000175197,DDIT3,TF_bZIP,,NP_001181982; NP_001181983; NP_001181985; NP_001181984
ENSP00000448753,ENSG00000166268,MYRFL,NDT80/PhoG,NM_182530,NP_872336
ENSP00000449396,ENSG00000139613,SMARCC2,MYB,NM_001330288,NP_001317217
ENSP00000449938,ENSG00000170653,ATF7,TF_bZIP,NM_001366555,NP_001353484
ENSP00000450392,ENSG00000151322,NPAS3,bHLH,,XP_016877074; XP_016877076; ; XP_016877071; XP_005268048; XP_016877075; NP_071406; XP_016877073; XP_016877077; NP_001381917; NP_775182; XP_011535371; XP_011535373; NP_001381918; XP_005268049; XP_016877072; XP_011535369; NP_001158221; NP_001159365
ENSP00000450673,ENSG00000179627,ZBTB42,ZBTB,NM_001370342,NP_001357271
ENSP00000450687,ENSG00000173976,RAX2,Homeobox,NM_032753,NP_116142
ENSP00000450962,ENSG00000170370,EMX2,Homeobox,NM_004098,NP_004089
ENSP00000451000,ENSG00000126804,ZBTB1,ZBTB,,XP_011534870; XP_011534868; XP_005267467; NP_055765; NP_001116801; XP_016876584
ENSP00000451145,ENSG00000258724,AC105001.2,HMG,,NP_060354; NP_001271285
ENSP00000451208,ENSG00000049768,FOXP3,Fork_head,NM_014009,NP_054728; ; XP_006724596; XP_016885056; NP_001107849
ENSP00000451223,ENSG00000119608,PROX2,HPD,NM_001080408,NP_001371243; NP_001229936
ENSP00000451794,ENSG00000171476,HOPX,Homeobox,NM_032495,NP_631958
ENSP00000451945,ENSG00000229544,NKX1-2,Homeobox,NM_001146340,NP_001139812
ENSP00000452003,ENSG00000171476,HOPX,Homeobox,NM_032495,XP_016864217; XP_016864219; XP_016864223; NP_631957; NP_631958; XP_006714115; XP_016864222; XP_016864220; XP_016864221; NP_001138931; XP_016864218; NP_001138932; NP_115884
ENSP00000452098,ENSG00000171476,HOPX,Homeobox,NM_032495,XP_016864217; XP_016864219; XP_016864223; NP_631957; NP_631958; XP_006714115; XP_016864222; XP_016864220; XP_016864221; NP_001138931; XP_016864218; NP_001138932; NP_115884
ENSP00000452340,ENSG00000171476,HOPX,Homeobox,NM_032495,XP_016864217; XP_016864219; XP_016864223; NP_631957; NP_631958; XP_006714115; XP_016864222; XP_016864220; XP_016864221; NP_001138931; XP_016864218; NP_001138932; NP_115884
ENSP00000452398,ENSG00000258873,DUXA,Homeobox,NM_001012729,NP_001012747
ENSP00000452552,ENSG00000136866,ZFP37,zf-C2H2,NM_003408,NP_001269444
ENSP00000452877,ENSG00000166716,ZNF592,zf-C2H2,NM_014630,NP_055445
ENSP00000452930,ENSG00000028277,POU2F2,Pou,NM_002698,XP_016882374; XP_024307315; NP_001380864; NP_001381306; NP_001381307; ; XP_016882384; NP_001380865; XP_011525343; XP_016882376; XP_016882378; XP_016882385; XP_016882373; XP_016882375; XP_016882381; XP_016882383; XP_024307314; NP_001193954; NP_001193955; NP_001381305; NP_001234923; NP_002689; XP_011525344; XP_011525345; XP_016882377; XP_016882379; XP_016882380; NP_001380863
ENSP00000453095,ENSG00000068305,MEF2A,SRF,,NP_001306135; NP_001339545; NP_001352134
ENSP00000453281,ENSG00000181827,RFX7,RFX,,NP_001357490; NP_073752
ENSP00000453793,ENSG00000134138,MEIS2,Homeobox,NM_170675,NP_733775
ENSP00000453934,ENSG00000105419,MEIS3,Homeobox,,XP_011525438; XP_024307385; XP_024307381; XP_016882500; XP_024307382; XP_024307383; NP_001009813; NP_064545; XP_024307380; NP_001333077; XP_024307384; ; NP_001287988
ENSP00000453979,ENSG00000215271,HOMEZ,Homeobox,NM_020834,NP_065885
ENSP00000454241,ENSG00000261459,AC002310.5,zf-C2H2,,NP_001291949; NP_076420; NP_001291947; NP_001291948
ENSP00000454911,ENSG00000258064,AC073612.1,THAP,,
ENSP00000454967,ENSG00000064489,BORCS8-MEF2B,SRF,,
ENSP00000454994,ENSG00000089486,CDIP1,zf-LITAF-like,NM_001199054,NP_001185983
ENSP00000455300,ENSG00000254553,AL033529.1,ZBTB,,
ENSP00000455426,ENSG00000102935,ZNF423,zf-C2H2,NM_015069,NP_055884
ENSP00000455444,ENSG00000261787,TCF24,bHLH,NM_001193502,NP_001180431
ENSP00000455585,ENSG00000236609,ZNF853,zf-C2H2,NM_001353546,NP_060030; NP_001340475
ENSP00000455711,ENSG00000261678,SCRT1,zf-C2H2,NM_031309,NP_112599
ENSP00000455911,ENSG00000255073,ZFP91-CNTF,zf-C2H2,,
ENSP00000456172,ENSG00000255330,,,,
ENSP00000456500,ENSG00000225614,ZNF469,zf-C2H2,NM_001367624,NP_001354553
ENSP00000456539,ENSG00000260596,DUX4,Homeobox,NM_001363820,NP_001280727
ENSP00000457035,ENSG00000174197,MGA,T-box,,XP_005254306; ; XP_011519699; XP_005254300; XP_006720508; XP_016877518; XP_005254303; XP_005254309; XP_011519701; XP_005254305; XP_005254311; XP_005254301; XP_005254310; XP_016877517; XP_016877519; XP_016877520; NP_001157745; XP_005254302; XP_011519702; XP_005254304; XP_006720506; XP_011519700; XP_016877521; NP_001074010
ENSP00000457044,ENSG00000184517,ZFP1,zf-C2H2,NM_001318469,NP_001305402; NP_710155; NP_001305398; NP_001305403
ENSP00000457274,ENSG00000169955,ZNF747,zf-C2H2,NM_001305020,NP_001291947; NP_001291948
ENSP00000457715,ENSG00000261221,ZNF865,zf-C2H2,NM_001195605,NP_001182534
ENSP00000457810,ENSG00000102901,CENPT,TF_others,,NP_079358
ENSP00000458062,ENSG00000255104,AC005324.4,zf-C2H2,,
ENSP00000458112,ENSG00000102984,ZNF821,zf-C2H2,,XP_016878899; XP_016878907; NP_001188485; NP_001363229; XP_011521516; XP_016878904; XP_011521513; XP_016878911; NP_001188483; NP_001363227; XP_011521522; XP_016878909; XP_024306107; NP_001188481; NP_001305167; XP_016878905; XP_024306108; XP_024306109; XP_024306110; NP_001188482; NP_001363226; NP_001363228; NP_060000; XP_016878908; XP_016878913; XP_016878900; NP_001305168; XP_011521514; XP_016878901; XP_016878902; XP_016878906; XP_016878910; XP_016878912; XP_016878914
ENSP00000458178,ENSG00000124813,RUNX2,Runt,,NP_001265407; NP_001015051; NP_001356334; NP_001019801
ENSP00000458879,ENSG00000130182,ZSCAN10,zf-C2H2,NM_032805,NP_116194
ENSP00000459216,ENSG00000258405,ZNF578,zf-C2H2,NM_001366182,NP_001353111; NP_001093164
ENSP00000459566,ENSG00000162086,ZNF75A,zf-C2H2,,NP_001339426; NP_694573; NP_001339427; NP_001339424
ENSP00000459719,ENSG00000079432,CIC,HMG,,XP_005258730; XP_011524967; XP_011524966; XP_024307200; XP_024307201; NP_001291744; XP_011524964; XP_011524968; XP_011524969; NP_001366409; NP_055940; XP_005258731; NP_001366411; ; NP_001373227; XP_005258732; NP_001366413; NP_001366414
ENSP00000460070,ENSG00000263001,GTF2I,GTF2I,,NP_127492
ENSP00000460157,ENSG00000085644,ZNF213,zf-C2H2,,NP_001128127; NP_004211; XP_011520954; 
ENSP00000460397,ENSG00000103343,ZNF174,zf-C2H2,NM_003450,NP_001334797; NP_001334799; NP_001334798; NP_001027463; NP_003441; 
ENSP00000460547,ENSG00000184939,ZFP90,zf-C2H2,,XP_016878441; NP_001292133; NP_597715; XP_024305927; NP_001292132; NP_001292135; NP_001292136; NP_001292137; ; XP_005255861
ENSP00000461413,ENSG00000249459,ZNF286B,zf-C2H2,,
ENSP00000461425,ENSG00000160229,ZNF66,zf-C2H2,,NP_001342126
ENSP00000462054,ENSG00000189420,ZFP92,zf-C2H2,NM_001386945,NP_001373872; NP_001373873; NP_001373874; NP_001129745
ENSP00000462269,ENSG00000265763,ZNF488,TF_others,NM_153034,NP_001333861; NP_001333863; NP_001333865; NP_694579; NP_001333864; NP_001333862
ENSP00000462337,ENSG00000136451,VEZF1,zf-C2H2,,NP_009077
ENSP00000462883,ENSG00000249961,TERB1,MYB,NM_001136505,XP_011521310; XP_011521314; ; NP_001129977; XP_011521307; XP_011521311
ENSP00000463287,ENSG00000266265,KLF14,zf-C2H2,NM_138693,NP_619638
ENSP00000463471,ENSG00000154957,ZNF18,zf-C2H2,NM_001303281,NP_001290210
ENSP00000464063,ENSG00000187607,ZNF286A,zf-C2H2,,NP_001275575; NP_001275576; NP_001356366; NP_001275573; NP_001124314; NP_065703; NP_001275574; NP_001356367
ENSP00000464357,ENSG00000169689,CENPX,TF_others,,NP_001317465
ENSP00000464391,ENSG00000179981,TSHZ1,zf-C2H2,NM_005786,NP_001295139
ENSP00000464427,ENSG00000166454,ATMIN,zf-C2H2,NM_015251,NP_056066; NP_001287657
ENSP00000464645,ENSG00000109101,FOXN1,Fork_head,,NP_001356298
ENSP00000464788,ENSG00000267508,ZNF285,zf-C2H2,NM_152354,NP_001278417
ENSP00000464872,ENSG00000175322,ZNF519,zf-C2H2,,NP_660330
ENSP00000464976,ENSG00000267041,ZNF850,zf-C2H2,,NP_001180481
ENSP00000465011,ENSG00000263002,ZNF234,zf-C2H2,NM_001144824,NP_001138296
ENSP00000465020,ENSG00000189144,ZNF573,zf-C2H2,,
ENSP00000465121,ENSG00000167380,ZNF226,zf-C2H2,,NP_057528; NP_001375101
ENSP00000465431,ENSG00000251247,ZNF345,zf-C2H2,NM_003419,NP_003410
ENSP00000465578,ENSG00000186020,ZNF529,zf-C2H2,,NP_066002; NP_001139121
ENSP00000465620,ENSG00000105261,OVOL3,zf-C2H2,NM_001302757,NP_001289686; XP_011525553; XP_016882680; XP_016882679; 
ENSP00000465676,ENSG00000078043,PIAS2,zf-MIZ,NM_004671,NP_001310975; NP_001340963; NP_004662; NP_001310976; NP_001310977; NP_001340965; NP_001310978; NP_001340967; NP_001340964; NP_001340968
ENSP00000466047,ENSG00000171425,ZNF581,zf-C2H2,,NP_057619; XP_016882356; XP_006723303
ENSP00000466051,ENSG00000176222,ZNF404,zf-C2H2,NM_001033719,NP_001028891
ENSP00000466072,ENSG00000197213,ZSCAN5B,zf-C2H2,NM_001385638,NP_001073925; NP_001372567
ENSP00000466101,ENSG00000188283,ZNF383,zf-C2H2,,NP_001332878; NP_001374524; NP_001374531; XP_011524889; NP_001374528; XP_016881913; NP_001374525; NP_001374526; NP_001374530; NP_001374527; NP_001374529; XP_011524892; NP_001374523; XP_011524890; NP_001332876; NP_001332877; NP_001374522; NP_689817
ENSP00000466174,ENSG00000267281,AC023509.3,TF_bZIP,NM_001366560,NP_001353489; NP_001353488
ENSP00000466274,ENSG00000171817,ZNF540,zf-C2H2,NM_152606,NP_689819
ENSP00000466500,ENSG00000186496,ZNF396,zf-C2H2,NM_145756,NP_001309215; NP_001309219
ENSP00000467018,ENSG00000267022,AC067968.1,zf-C2H2,,
ENSP00000467151,ENSG00000174652,ZNF266,zf-C2H2,NM_001370385,NP_001357308; NP_001357325; NP_001258243
ENSP00000467218,ENSG00000171827,ZNF570,zf-C2H2,,NP_001287922
ENSP00000467286,ENSG00000267179,AC008770.2,zf-C2H2,,
ENSP00000467367,ENSG00000159905,ZNF221,zf-C2H2,,NP_001284517; NP_001284518
ENSP00000467512,ENSG00000008441,NFIX,CTF/NFI,NM_001365902,NP_001352831
ENSP00000467572,ENSG00000180479,ZNF571,zf-C2H2,,NP_001308201
ENSP00000467723,ENSG00000196110,ZNF699,zf-C2H2,NM_198535,NP_940937
ENSP00000467931,ENSG00000197808,ZNF461,zf-C2H2,,NP_694989; NP_001309752; NP_001309750; NP_001309754
ENSP00000468150,ENSG00000081665,ZNF506,zf-C2H2,,NP_001138876; NP_001092739
ENSP00000468153,ENSG00000188321,ZNF559,zf-C2H2,NM_001202408,NP_001189337; NP_001189335
ENSP00000468531,ENSG00000188629,ZNF177,zf-C2H2,NM_003451,NP_001371587; NP_001166122; NP_003442
ENSP00000468605,ENSG00000188227,ZNF793,zf-C2H2,NM_001013659,NP_001013681; XP_006723276; XP_005258984; XP_024307279
ENSP00000468643,ENSG00000197961,ZNF121,zf-C2H2,NM_001308269,NP_001295198
ENSP00000468720,ENSG00000256771,ZNF253,zf-C2H2,NM_001331133,NP_066385
ENSP00000468785,ENSG00000141644,MBD1,MBD,NM_001204141,NP_001375075; NP_001375077; NP_001310871; NP_001375078; NP_001375079; NP_001375080; NP_001375086; NP_001310883; NP_001191065; NP_001310876; NP_001375074; NP_001375084
ENSP00000468950,ENSG00000196214,ZNF766,zf-C2H2,NM_001010851,XP_016882930; NP_001010851; XP_011525762; XP_016882929
ENSP00000469022,ENSG00000011451,WIZ,zf-C2H2,NM_001371603,XP_024307397; XP_005260062; XP_011526465; XP_005260067; XP_005260063; XP_005260064; XP_005260065; NP_001358518; NP_001358532; XP_006722891; NP_067064; XP_005260068; NP_001317324
ENSP00000469142,ENSG00000130751,NPAS1,bHLH,NM_002517,NP_002508
ENSP00000469223,ENSG00000268738,HSFX2,HSF,NM_001164415,NP_001157887
ENSP00000469391,ENSG00000197928,ZNF677,zf-C2H2,NM_182609,NP_001372537; NP_872415; NP_001304927
ENSP00000469525,ENSG00000142025,DMRTC2,DM,,XP_011525518; XP_016882613; XP_016882614; XP_016882615; NP_001035373; XP_016882612; XP_016882617; ; XP_011525517; XP_011525516; XP_016882618; XP_016882616
ENSP00000469582,ENSG00000196350,ZNF729,zf-C2H2,NM_001242680,NP_001229609
ENSP00000469591,ENSG00000197483,ZNF628,zf-C2H2,NM_033113,NP_149104
ENSP00000469623,ENSG00000269343,ZNF587B,zf-C2H2,,NP_001363152
ENSP00000469635,ENSG00000198131,ZNF544,zf-C2H2,NM_001320791,NP_001307716; NP_001374320; NP_001374344; NP_001307698; NP_001307714; NP_001307715; NP_001374342; NP_001307696; NP_001307706; NP_001374322; NP_055295; NP_001307703; NP_001374336; NP_001374319; NP_001374321; NP_001374339
ENSP00000469679,ENSG00000251369,ZNF550,zf-C2H2,,NP_001264019; NP_001264021; NP_001264020; NP_001264022
ENSP00000469786,ENSG00000197782,ZNF780A,zf-C2H2,,NP_001136050; XP_016882108; XP_024307222; NP_001136051; XP_005258830; XP_016882105; XP_006723213; XP_011525073; NP_001010880; XP_024307223; XP_016882107; XP_024307226; NP_001136049; XP_011525074; XP_024307224; XP_024307225
ENSP00000469998,ENSG00000178150,ZNF114,zf-C2H2,NM_153608,NP_001356740; NP_705836
ENSP00000470005,ENSG00000213799,ZNF845,zf-C2H2,NM_001321522,NP_001308453; NP_001308451; NP_001308452
ENSP00000470123,ENSG00000121413,ZSCAN18,zf-C2H2,,NP_001139014
ENSP00000470209,ENSG00000197134,ZNF257,zf-C2H2,,NP_258429; NP_001303925; NP_001303926
ENSP00000470239,ENSG00000196267,ZNF836,zf-C2H2,,NP_001096127; XP_011524861; XP_016881878; XP_011524860
ENSP00000470323,ENSG00000181894,ZNF329,zf-C2H2,,XP_006723445; XP_016882799; XP_011525618; XP_016882796; XP_011525616; XP_016882797; XP_006723444; XP_011525612; XP_006723446; XP_016882798; XP_016882800; XP_006723447; XP_011525613; NP_078896; XP_011525614; XP_011525615; XP_011525617
ENSP00000470381,ENSG00000204604,ZNF468,zf-C2H2,NM_001008801,NP_001008801
ENSP00000470488,ENSG00000256087,ZNF432,zf-C2H2,NM_001322285,NP_001309214
ENSP00000470633,ENSG00000169136,ATF5,TF_bZIP,NM_012068,NP_036200
ENSP00000470718,ENSG00000197124,ZNF682,zf-C2H2,,XP_016882944; XP_016882945; NP_149973; NP_001070817
ENSP00000470746,ENSG00000197608,ZNF841,zf-C2H2,NM_001352299,NP_001356754; NP_001339228; NP_001356757
ENSP00000470961,ENSG00000170949,ZNF160,zf-C2H2,,XP_016882936; NP_001309063; NP_001309066; NP_001309067; NP_001309055; NP_001309061; NP_001309059; NP_001309060; XP_016882937; NP_001309058; NP_001309057; NP_001096073; NP_001309054; NP_001309064; NP_942596; NP_001309065; NP_001309068; NP_150630; NP_001309062
ENSP00000471000,ENSG00000204611,ZNF616,zf-C2H2,NM_178523,NP_848618
ENSP00000471224,ENSG00000269502,DMRTC1,TF_others,,NP_001373852; ; NP_149042; NP_001373853
ENSP00000471277,ENSG00000167785,ZNF558,zf-C2H2,NM_144693,NP_653294
ENSP00000471511,ENSG00000105698,USF2,bHLH,NM_207291,NP_001308079; XP_016882688; XP_024307452; NP_003358; XP_011525563; XP_005259254; XP_011525562; NP_997174; XP_024307453
ENSP00000471549,ENSG00000197619,ZNF615,zf-C2H2,,NP_001308248; NP_001308250; NP_001308251
ENSP00000471593,ENSG00000269067,ZNF728,zf-C2H2,NM_001267716,NP_001254645
ENSP00000471712,ENSG00000197937,ZNF347,zf-C2H2,,NP_001166146
ENSP00000471896,ENSG00000126456,IRF3,IRF,,NP_001184051
ENSP00000471921,ENSG00000269404,SPIB,ETS,NM_003121,NP_003112
ENSP00000472109,ENSG00000074219,TEAD2,TEA,NM_001256661,NP_001243590
ENSP00000472305,ENSG00000198816,ZNF358,zf-C2H2,,NP_060553
ENSP00000472306,ENSG00000269699,ZIM2,zf-C2H2,NM_015363,NP_001374287; NP_056178; NP_001356703; NP_001356702; NP_001374286; NP_001356701
ENSP00000472619,ENSG00000167766,ZNF83,zf-C2H2,,NP_001264875
ENSP00000472681,ENSG00000232237,ASCL5,bHLH,,NP_001257530
ENSP00000472802,ENSG00000083838,ZNF446,zf-C2H2,NM_001304453,NP_060378
ENSP00000472808,ENSG00000142528,ZNF473,zf-C2H2,,NP_056243; NP_001006657; NP_001295353; 
ENSP00000472867,ENSG00000171649,ZIK1,zf-C2H2,,NP_001010879
ENSP00000472959,ENSG00000183850,ZNF730,zf-C2H2,,NP_001264332
ENSP00000473043,ENSG00000269693,AC010422.6,zf-C2H2,,
ENSP00000473091,ENSG00000182986,ZNF320,zf-C2H2,NM_001351777,NP_001374501
ENSP00000473194,ENSG00000198185,ZNF334,zf-C2H2,NM_018102,NP_001340754
ENSP00000473233,ENSG00000142539,AC020909.1,ETS,,
ENSP00000476384,ENSG00000260428,SCX,bHLH,NM_001080514,NP_001073983
ENSP00000476499,ENSG00000273274,ZBTB8B,ZBTB,NM_001145720,NP_001139192
ENSP00000476534,ENSG00000197020,ZNF100,zf-C2H2,NM_001351672,NP_001338599; NP_775802; NP_001338600; ; NP_001338598; NP_001338601
ENSP00000476742,ENSG00000273049,AC012531.3,Homeobox,,
ENSP00000476746,ENSG00000089775,ZBTB25,ZBTB,NM_001304508,NP_001341614; NP_001341611; NP_001341612; NP_001341613; NP_001341616; NP_008908
ENSP00000477392,ENSG00000272602,ZNF595,zf-C2H2,NM_182524,NP_872330
ENSP00000477630,ENSG00000005801,ZNF195,zf-C2H2,,NP_001229771; NP_001243753; NP_001123992; NP_009083; ; NP_001229772; NP_001123991; NP_001229770; NP_001243752; NP_001243754
ENSP00000477706,ENSG00000205903,ZNF316,zf-C2H2,NM_001278559,NP_001265488
ENSP00000477716,ENSG00000278129,ZNF8,zf-C2H2,NM_021089,NP_066575
ENSP00000477829,ENSG00000273706,LHX1,Homeobox,,NP_005559
ENSP00000477841,ENSG00000170265,ZNF282,zf-C2H2,NM_003575,NP_003566
ENSP00000477868,ENSG00000092203,TOX4,HMG,,NP_055643; NP_001290452
ENSP00000477878,ENSG00000179361,ARID3B,ARID,NM_001307939,NP_001294868
ENSP00000478345,ENSG00000160352,ZNF714,zf-C2H2,,NP_872321
ENSP00000478384,ENSG00000214336,FOXI3,Fork_head,NM_001135649,NP_001129121
ENSP00000478557,ENSG00000142409,ZNF787,zf-C2H2,NM_001002836,NP_001002836
ENSP00000478598,ENSG00000214575,CPEB1,TF_others,,NP_001073001; NP_001352175; NP_001373991; NP_001373994; NP_085097; NP_001352179; NP_001373993; NP_001373997; NP_001374007; NP_001352171; NP_001352173; NP_001373992; NP_001373999; NP_001352169; NP_001352174; NP_001352177; NP_001373990; NP_001373996; NP_001373998; NP_001374000; NP_001374005; NP_001073003; NP_001373995; NP_001374001; NP_001374004; NP_001073002; NP_001275748; NP_001275749; NP_001352170; NP_001352172; NP_001352176; NP_001374002; NP_001374003; NP_001352178; NP_001374006
ENSP00000478776,ENSG00000171970,ZNF57,zf-C2H2,NM_173480,NP_775751; XP_011525984; NP_001306012
ENSP00000478887,ENSG00000136997,MYC,bHLH,,NP_002458
ENSP00000478939,ENSG00000283201,AC092329.3,zf-C2H2,NM_001355406,NP_001342335
ENSP00000478941,ENSG00000233757,AC092835.1,zf-C2H2,,
ENSP00000479027,ENSG00000113716,HMGXB3,HMG,,NP_001353430; NP_055798; 
ENSP00000479449,ENSG00000196757,ZNF700,zf-C2H2,NM_001271848,NP_001258777
ENSP00000479488,ENSG00000167085,PHB,TF_others,,NP_001268644
ENSP00000479884,ENSG00000278318,ZNF229,zf-C2H2,,NP_055333
ENSP00000480280,ENSG00000177853,ZNF518A,zf-C2H2,NM_014803,XP_016872478; XP_016872487; XP_024304035; XP_016872481; XP_024304037; NP_001265453; NP_001265455; NP_001317662; NP_001317666; XP_011538708; XP_011538717; XP_011538720; ; XP_011538722; XP_024304033; NP_055618; XP_011538721; XP_016872483; XP_024304034; NP_001317661; NP_001317663; NP_001317667; XP_011538715; XP_011538712; XP_016872475; XP_024304036; NP_001265454; NP_001317665; XP_011538714; XP_016872488; NP_001317664
ENSP00000480291,ENSG00000275410,HNF1B,Homeobox,NM_000458,NP_000449
ENSP00000480524,ENSG00000174428,GTF2IRD2B,GTF2I,,NP_001003795
ENSP00000480556,ENSG00000250312,ZNF718,zf-C2H2,NM_001039127,NP_001034216
ENSP00000480626,ENSG00000019485,PRDM11,TF_others,,NP_001243624
ENSP00000480931,ENSG00000115355,CCDC88A,TF_bZIP,NM_001135597,XP_011531268; NP_001241872; XP_011531270; NP_001129069; XP_005264475; XP_011531269; XP_016859966; XP_005264478; XP_016859967; XP_016859969; XP_016859970; NP_060554; XP_005264483; XP_016859965; XP_016859968; ; NP_001352409
ENSP00000480998,ENSG00000125533,BHLHE23,bHLH,NM_080606,NP_542173
ENSP00000481091,ENSG00000276234,TADA2A,MYB,NM_001166105,NP_001159577
ENSP00000481272,ENSG00000160336,ZNF761,zf-C2H2,,
ENSP00000481581,ENSG00000251493,FOXD1,Fork_head,,NP_004463
ENSP00000481956,ENSG00000157613,CREB3L1,TF_bZIP,NM_052854,NP_443086
ENSP00000482030,ENSG00000275111,ZNF2,zf-C2H2,NM_001017396,NP_001278534
ENSP00000482180,ENSG00000188070,C11orf95,zf-BED,NM_001144936,NP_001138408
ENSP00000482393,ENSG00000113430,IRX4,Homeobox,NM_001278632,NP_001265564
ENSP00000482504,ENSG00000278570,NR2E3,RXR-like,,NP_055064
ENSP00000482540,ENSG00000274349,ZNF658,zf-C2H2,,NP_001304845
ENSP00000482748,ENSG00000122482,ZNF644,zf-C2H2,,XP_005271317; XP_016857978; XP_016857976; XP_016857980; NP_115562; XP_005271314; ; NP_057704; XP_016857981; XP_011540560; XP_016857979; XP_011540561; XP_011540562; XP_016857977; XP_011540563; XP_016857982; XP_016857983; NP_958357
ENSP00000482797,ENSG00000276644,DACH1,DACH,NM_080759,NP_001353641
ENSP00000482819,ENSG00000088876,ZNF343,zf-C2H2,,NP_001269426; NP_001308730; NP_001308731; NP_001308732
ENSP00000483100,ENSG00000116580,GON4L,TF_others,NM_001282860,NP_001269785
ENSP00000483562,ENSG00000165821,SALL2,zf-C2H2,NM_001364564,NP_005398
ENSP00000483628,ENSG00000158711,ELK4,ETS,,NP_068567; ; NP_001964
ENSP00000483720,ENSG00000196247,ZNF107,zf-C2H2,,NP_001269288; NP_001374954; NP_001374955
ENSP00000483853,ENSG00000122515,ZMIZ2,zf-MIZ,NM_001300959,XP_005249928; XP_005249927; XP_016868163; NP_001287888; XP_005249923; XP_005249929; XP_005249930; XP_011513868; NP_777589; NP_113637; XP_005249926; ; XP_005249924; XP_005249925
ENSP00000484018,ENSG00000197062,ZSCAN26,zf-C2H2,NM_001023560,XP_024302306; NP_001274351; XP_016866753; NP_001018854; XP_011513171; XP_024302307; XP_011513168; ; NP_001274350; XP_011513166; XP_016866754; NP_689949; XP_011513164; XP_011513169; NP_001104509
ENSP00000484232,ENSG00000188171,ZNF626,zf-C2H2,NM_001076675,NP_001070143; NP_660340
ENSP00000484803,ENSG00000114861,FOXP1,Fork_head,NM_001349340,NP_001231739
ENSP00000484810,ENSG00000171606,ZNF274,zf-C2H2,NM_016324,NP_598009
ENSP00000484852,ENSG00000167637,ZNF283,zf-C2H2,NM_181845,NP_862828
ENSP00000484875,ENSG00000273514,FOXD4L6,Fork_head,NM_001085476,NP_001078945
ENSP00000485108,ENSG00000255009,UBTFL1,HMG,NM_001143975,NP_001137447
ENSP00000485448,ENSG00000214652,ZNF727,zf-C2H2,NM_001159522,NP_001152994
ENSP00000485547,ENSG00000223614,ZNF735,zf-C2H2,NM_001159524,NP_001152996
ENSP00000485750,ENSG00000275004,ZNF280B,TF_others,NM_080764,NP_542942
ENSP00000486112,ENSG00000174332,GLIS1,zf-C2H2,NM_147193,NP_001354413
ENSP00000486577,ENSG00000089335,ZNF302,zf-C2H2,,XP_016882469; XP_016882471; XP_024307373; NP_001012320; NP_001276115; NP_001276116; NP_001276119; NP_001276121; XP_016882468; ; NP_001276111; XP_016882475; NP_001276110; NP_001276120; XP_024307375; XP_011525413; XP_024307372; NP_001276112; NP_001276117; NP_001276118; XP_016882467; XP_024307371; NP_001276114; NP_061145; XP_016882472; XP_016882474; XP_024307374; NP_001276113; NP_060913; XP_016882470
ENSP00000486610,ENSG00000102908,NFAT5,RHD,,XP_011521120; XP_016878361; NP_001354638; XP_011521124; NP_619727; XP_011521119; XP_016878360; XP_011521122; ; XP_006721188; XP_011521121; NP_001106649; NP_006590; NP_619728; NP_775321; NP_775322; XP_016878359
ENSP00000487073,ENSG00000255192,NANOGP8,Homeobox,NM_001355281,NP_001342210
ENSP00000488569,ENSG00000078403,MLLT10,TF_others,,XP_024303965; XP_024303969; XP_024303973; XP_024303974; NP_001311225; NP_004632; XP_024303947; XP_024303948; XP_024303954; XP_024303970; XP_024303950; XP_024303958; XP_024303959; XP_024303960; XP_024303962; XP_024303968; NP_001182555; NP_001182559; XP_024303949; XP_024303966; XP_024303955; XP_024303956; XP_024303963; XP_024303967; NP_001311226; XP_024303951; XP_024303971; XP_024303972; NP_001182556; NP_001182557; XP_024303952; XP_024303961; 
ENSP00000488924,ENSG00000141510,TP53,P53,,NP_001119587; NP_001119584; NP_001119589; NP_001119590; NP_001263689; NP_001263690; NP_001119586; NP_001119585; NP_001263624; NP_001263626; NP_000537; NP_001263628; NP_001263625; ; NP_001119588; NP_001263627
ENSP00000489024,ENSG00000283039,KLF18,zf-C2H2,NM_001358438,NP_001345367
